0.025926	0.007448	0.006990	0.000369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.959267
0.000000	0.000000	0.000000	0.004529	0.021002	0.019466	0.002598	0.007690	0.000498	0.092350	0.009862	0.004575	0.000176	0.036480	0.001183	0.000008	0.002369	0.005855	0.003384	0.019053	0.040692	0.000495	0.000447	0.003749	0.010426	0.003565	0.020350	0.003194	0.023492	0.029913	0.032431	0.060965	0.004693	0.042920	0.056944	0.059620	0.004889	0.039725	0.014358	0.115538	0.077561	0.115205	0.007749	0.000002
0.022875	0.001210	0.080896	0.016050	0.070592	0.000840	0.002680	0.040694	0.016719	0.000015	0.151124	0.004130	0.083646	0.009994	0.000373	0.000069	0.011747	0.019138	0.014866	0.048340	0.035147	0.078974	0.011891	0.013097	0.001491	0.006578	0.005325	0.008782	0.000614	0.002264	0.002100	0.000902	0.011467	0.000329	0.002122	0.023679	0.024585	0.058354	0.000202	0.093867	0.006850	0.007916	0.007467	0.000000
0.026131	0.000187	0.019515	0.000142	0.011692	0.118957	0.025256	0.034811	0.002690	0.128187	0.006515	0.056212	0.003106	0.000529	0.015667	0.013473	0.067404	0.001773	0.000545	0.007854	0.019711	0.000460	0.052160	0.032337	0.047564	0.005548	0.035134	0.011854	0.002789	0.027250	0.001143	0.005810	0.002529	0.016898	0.060275	0.009115	0.056845	0.008500	0.028868	0.016661	0.004017	0.000006	0.013638	0.000244
0.023160	0.006707	0.062796	0.010414	0.032912	0.336919	0.036075	0.004630	0.272779	0.009959	0.003152	0.000114	0.016200	0.026217	0.000223	0.013235	0.001444	0.039648	0.001677	0.003127	0.010540	0.002849	0.000150	0.009833	0.001014	0.000053	0.001464	0.002274	0.000002	0.004385	0.015442	0.000038	0.001654	0.018228	0.001688	0.010331	0.000188	0.002396	0.007298	0.002486	0.003479	0.000285	0.002458	0.000078
0.024702	0.000185	0.047477	0.008076	0.000001	0.000274	0.001096	0.004155	0.002006	0.007643	0.000040	0.002071	0.027201	0.073172	0.072254	0.005393	0.009383	0.000514	0.000006	0.000710	0.017851	0.014707	0.004131	0.009319	0.002641	0.032865	0.088970	0.144546	0.025204	0.002404	0.018602	0.001608	0.008695	0.002440	0.007202	0.222002	0.000008	0.000678	0.011431	0.018752	0.067569	0.001025	0.010951	0.000045
0.025124	0.017001	0.000930	0.040886	0.000170	0.009316	0.012735	0.000001	0.000009	0.002421	0.017579	0.002335	0.011090	0.030186	0.183028	0.215473	0.056325	0.006886	0.001158	0.001648	0.019250	0.008531	0.011166	0.003573	0.019662	0.014365	0.000020	0.012823	0.000842	0.007698	0.026824	0.028790	0.009922	0.040501	0.000127	0.030514	0.056040	0.016523	0.012979	0.004433	0.003819	0.036848	0.000006	0.000447
0.026187	0.007238	0.002357	0.033123	0.005369	0.011252	0.001312	0.000006	0.002804	0.001403	0.000667	0.002180	0.046912	0.108725	0.016068	0.007422	0.013547	0.025409	0.088692	0.042932	0.000807	0.009599	0.026894	0.022989	0.004560	0.008964	0.197150	0.016021	0.011503	0.001600	0.093330	0.051930	0.052703	0.004004	0.013431	0.001136	0.002523	0.031948	0.000169	0.000559	0.000008	0.002649	0.000168	0.001748
0.026340	0.000664	0.014333	0.000005	0.028803	0.007517	0.010080	0.001648	0.017242	0.013079	0.009398	0.002570	0.031744	0.033941	0.065020	0.011733	0.000582	0.007206	0.006778	0.007290	0.012013	0.039299	0.145193	0.019225	0.009546	0.146631	0.006549	0.003088	0.009371	0.083733	0.008077	0.058214	0.001509	0.004992	0.021994	0.028142	0.001752	0.012422	0.030601	0.000098	0.002167	0.001610	0.056600	0.001202
0.013650	0.098627	0.039644	0.028934	0.000514	0.005680	0.004618	0.037686	0.040926	0.070466	0.001537	0.000005	0.011311	0.026020	0.061138	0.000962	0.009016	0.124150	0.035836	0.000024	0.006385	0.000003	0.004261	0.031235	0.054160	0.026997	0.006243	0.058654	0.008980	0.033013	0.019995	0.049439	0.001099	0.023333	0.002439	0.000464	0.004632	0.015406	0.000655	0.019434	0.008690	0.013344	0.000368	0.000027
0.018051	0.061421	0.038229	0.014315	0.119342	0.016586	0.000027	0.000871	0.006934	0.020819	0.000309	0.000046	0.044788	0.000345	0.001171	0.000181	0.230069	0.000224	0.085168	0.000018	0.122274	0.074638	0.000015	0.032064	0.008757	0.015995	0.000130	0.021531	0.001828	0.000037	0.001455	0.000036	0.000354	0.002592	0.004267	0.000969	0.000160	0.030196	0.001251	0.015862	0.000532	0.005414	0.000358	0.000372
0.026780	0.002704	0.001075	0.051125	0.002035	0.021162	0.050192	0.002447	0.001751	0.000589	0.014556	0.000010	0.025504	0.039883	0.000015	0.001348	0.002846	0.001561	0.100524	0.140944	0.099937	0.096988	0.001102	0.000031	0.002845	0.004327	0.015260	0.070408	0.000066	0.000336	0.000001	0.000733	0.124225	0.008234	0.004735	0.015523	0.001684	0.000961	0.001845	0.010210	0.004591	0.006781	0.041538	0.000588
0.026391	0.000517	0.013677	0.012316	0.027329	0.000752	0.047301	0.003230	0.000024	0.001276	0.075869	0.001916	0.002468	0.081350	0.051644	0.003537	0.008142	0.029321	0.054000	0.002675	0.008559	0.110675	0.000338	0.047947	0.036931	0.000739	0.003289	0.001211	0.001272	0.035440	0.089187	0.002913	0.021140	0.016976	0.061614	0.055214	0.000162	0.012606	0.008888	0.018803	0.004223	0.006838	0.011029	0.000274
0.026912	0.001200	0.001920	0.066200	0.004006	0.000009	0.014925	0.011789	0.045109	0.055881	0.000096	0.006898	0.012334	0.016110	0.004400	0.001156	0.115190	0.004091	0.083113	0.001725	0.001438	0.023008	0.011497	0.005028	0.021153	0.047613	0.017480	0.000099	0.035979	0.034246	0.001369	0.008868	0.045777	0.010569	0.000112	0.004558	0.004455	0.099192	0.099599	0.019767	0.014956	0.011252	0.008409	0.000511
0.020858	0.032603	0.048899	0.149035	0.001474	0.053443	0.035367	0.006352	0.006920	0.132267	0.049321	0.006565	0.067011	0.011018	0.000100	0.017811	0.015544	0.004620	0.017270	0.071090	0.035146	0.024201	0.010178	0.005014	0.002959	0.000138	0.005434	0.001323	0.004853	0.003701	0.041250	0.038941	0.000180	0.009580	0.006422	0.013995	0.001125	0.034331	0.001280	0.001304	0.007564	0.002253	0.000086	0.001175
0.026634	0.001632	0.006369	0.000087	0.025417	0.000000	0.009120	0.000287	0.008909	0.006632	0.064491	0.000071	0.000129	0.001626	0.000052	0.005720	0.001280	0.010486	0.051477	0.001715	0.000053	0.021515	0.139185	0.002551	0.015111	0.046725	0.164684	0.022054	0.101969	0.019448	0.005946	0.015014	0.024734	0.022518	0.001700	0.044882	0.054882	0.032536	0.013302	0.017694	0.006584	0.003533	0.000967	0.000277
0.026243	0.004789	0.006850	0.113601	0.004528	0.079298	0.015009	0.125033	0.064131	0.010222	0.119037	0.046799	0.023125	0.000008	0.012018	0.015547	0.085442	0.001118	0.001159	0.020866	0.002839	0.018083	0.002570	0.000352	0.018694	0.035200	0.003733	0.012892	0.013122	0.002670	0.018330	0.011410	0.000881	0.001950	0.005534	0.007789	0.002628	0.008004	0.029391	0.014383	0.000976	0.012697	0.000611	0.000441
0.025618	0.000739	0.028286	0.035161	0.047589	0.123508	0.001441	0.002990	0.199725	0.000309	0.013048	0.016904	0.037315	0.016378	0.009044	0.041299	0.024434	0.013409	0.000152	0.008518	0.007488	0.000524	0.000299	0.063522	0.019202	0.011206	0.000181	0.000597	0.013089	0.007709	0.000004	0.030436	0.093036	0.030232	0.022322	0.017118	0.022844	0.002598	0.001859	0.000946	0.000154	0.000011	0.007560	0.001197
0.026497	0.000102	0.012541	0.008610	0.000373	0.002769	0.001450	0.004317	0.003397	0.035207	0.000576	0.001331	0.000432	0.001441	0.007711	0.000036	0.008073	0.000448	0.009444	0.004659	0.004425	0.002151	0.000015	0.005176	0.056245	0.004681	0.006185	0.012666	0.307398	0.046389	0.095281	0.007122	0.007306	0.052424	0.054600	0.004517	0.146487	0.024928	0.010249	0.000174	0.010248	0.007144	0.003390	0.001387
0.018510	0.070273	0.009101	0.024125	0.004851	0.022166	0.000529	0.021069	0.001685	0.045961	0.007078	0.003686	0.000138	0.000011	0.014523	0.055080	0.058459	0.021109	0.040017	0.025829	0.118657	0.011150	0.002655	0.015190	0.039348	0.000293	0.017153	0.003084	0.000022	0.030311	0.006559	0.041123	0.053589	0.081150	0.027503	0.018885	0.001684	0.029597	0.003023	0.011776	0.004735	0.023169	0.012562	0.002583
0.026918	0.001953	0.000093	0.000013	0.016726	0.000850	0.000007	0.000013	0.000049	0.001195	0.001590	0.000003	0.001285	0.003846	0.002531	0.000336	0.000142	0.000414	0.000266	0.000334	0.000565	0.000169	0.002645	0.000096	0.000425	0.000110	0.000021	0.011730	0.042963	0.142292	0.085348	0.047042	0.005999	0.046968	0.343324	0.002365	0.045306	0.022335	0.027756	0.056266	0.023084	0.006205	0.027514	0.000907
0.026047	0.003838	0.012847	0.020449	0.015521	0.000044	0.000054	0.020517	0.000959	0.000005	0.002883	0.000016	0.006628	0.000011	0.000288	0.003972	0.002439	0.005130	0.012142	0.073556	0.009028	0.000003	0.012992	0.000509	0.007947	0.002828	0.002338	0.034416	0.003990	0.010438	0.114271	0.053559	0.007251	0.004546	0.018064	0.045158	0.011727	0.089009	0.227093	0.058397	0.062333	0.000912	0.013866	0.001978
0.020337	0.050826	0.017619	0.000262	0.029939	0.013135	0.122598	0.114348	0.002117	0.005644	0.090254	0.006609	0.000118	0.000377	0.031527	0.012746	0.007490	0.011687	0.002600	0.054878	0.000009	0.057444	0.035814	0.000468	0.000071	0.003651	0.033997	0.044398	0.028412	0.010071	0.022434	0.000403	0.005656	0.000716	0.045861	0.056032	0.006444	0.040265	0.004292	0.001670	0.004836	0.001261	0.000621	0.000065
0.026944	0.001736	0.000080	0.028782	0.009905	0.020217	0.010143	0.000216	0.000576	0.023397	0.002230	0.000592	0.000118	0.000055	0.001606	0.005613	0.030061	0.016152	0.000650	0.092178	0.005617	0.006952	0.040441	0.010378	0.000037	0.127092	0.055572	0.021277	0.069275	0.019320	0.008096	0.023598	0.008942	0.000017	0.004007	0.015121	0.049921	0.003605	0.125513	0.001122	0.002372	0.020430	0.109340	0.000706
0.026645	0.004335	0.000012	0.072141	0.097876	0.003989	0.053450	0.014382	0.017824	0.002056	0.001126	0.000131	0.047932	0.031224	0.032709	0.136924	0.006415	0.057556	0.006631	0.003673	0.037838	0.011841	0.032535	0.001227	0.078715	0.000000	0.014463	0.030075	0.051516	0.027256	0.017977	0.012289	0.023995	0.000216	0.005205	0.000168	0.001168	0.003641	0.000660	0.003861	0.006330	0.007563	0.013015	0.001414
0.026477	0.005681	0.000231	0.000767	0.037834	0.037687	0.000237	0.003428	0.014328	0.029983	0.012431	0.794263	0.000565	0.000480	0.000859	0.000185	0.000001	0.002740	0.001263	0.000409	0.004916	0.004174	0.000280	0.001675	0.002290	0.000818	0.000015	0.000197	0.000051	0.000441	0.000270	0.000373	0.000675	0.001863	0.002312	0.002681	0.000161	0.000238	0.000000	0.000380	0.003557	0.002235	0.000114	0.000435
0.021546	0.032624	0.035396	0.004461	0.031254	0.001050	0.000233	0.048687	0.001549	0.038670	0.027587	0.000283	0.001313	0.011452	0.004583	0.007060	0.009910	0.003431	0.000057	0.007476	0.001182	0.085511	0.005612	0.082838	0.034533	0.012175	0.066747	0.000025	0.000072	0.068226	0.016990	0.004065	0.007190	0.007021	0.000019	0.118842	0.032787	0.023809	0.000515	0.036019	0.030434	0.000062	0.073703	0.003003
0.020891	0.005652	0.109610	0.000000	0.000351	0.008005	0.001331	0.001179	0.006719	0.000314	0.000810	0.009334	0.001866	0.000738	0.055303	0.001712	0.042318	0.112016	0.075400	0.021032	0.036616	0.118966	0.011801	0.030562	0.070473	0.032234	0.015254	0.000723	0.014467	0.010849	0.006856	0.018891	0.031844	0.004023	0.018432	0.000076	0.028203	0.000011	0.058547	0.006250	0.009195	0.000350	0.000790	0.000005
0.021469	0.048076	0.001716	0.009883	0.002108	0.001237	0.015591	0.007433	0.000313	0.007960	0.008183	0.000267	0.002541	0.000009	0.005681	0.000369	0.012650	0.000293	0.000460	0.002183	0.000028	0.000492	0.000820	0.028603	0.010019	0.014617	0.001892	0.000201	0.000090	0.087888	0.015736	0.071374	0.000768	0.098508	0.073298	0.006849	0.019314	0.081345	0.000013	0.004434	0.089267	0.124215	0.119414	0.002391
